id,image
nb-1000258,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Dorf_Brunnen_%3D_Le_village_de_Brunnen_-Randvignette_oben_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-15-3.tif&width=1024
nb-1000259,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Platz_in_Schwyz_%3D_La_Place_%C3%A0_Schwyz_-Randvignette_oben_Mitte-_-_Collection_Gugelmann_-_GS-GUGE-83-15-4.tif&width=1024
nb-1000260,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Lauerzer-See_mit_d._Insel_Schwanau_%3D_Le_lac_de_Loverz_et_l%27ile_de_Schwanau_-Randvignette_oben_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-15-5.tif&width=1024
nb-1000261,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_Capelle_Tells_bey_K%C3%BCssnacht_%3D_La_Chapelle_de_Guillaume_Tell_%C3%A0_Kussnacht_-Randvignette_oben_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-15-6.tif&width=1024
nb-1000262,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Der_Thurm_u.d._Capelle_in_der_Schorno_%3D_La_Tour_et_la_Chapelle_%C3%A0_Schorno_-Randvignette_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-15-7.tif&width=1024
nb-1000263,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Rothenthurm_%3D_Rothenthurm_-Randvignette_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-15-8.tif&width=1024
nb-1000264,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Denkmahl_H%C3%BCnibergs_bey_Arth_%3D_Le_monument_de_Huniberg_%C3%A0_Arth_-Randvignette_unten_links-_-_Collection_Gugelmann_-_GS-GUGE-83-15-9.tif&width=1024
nb-1000265,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Gasthaus_auf_dem_Rigi_Kulm_%3D_L%27Auberge_sur_le_Righi_Koulm_-Randvignette_unten_Mitte_links-_-_Collection_Gugelmann_-_GS-GUGE-83-15-10.tif&width=1024
nb-1000266,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Die_B%C3%A4der_in_Sewen_%3D_Les_Bains_%C3%A0_Sewen_-Randvignette_unten_Mitte-_-_Collection_Gugelmann_-_GS-GUGE-83-15-11.tif&width=1024
nb-1000267,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/CH-NB_-_Das_Kl%C3%B6sterli_u.d._Wirthsh%C3%A4user_auf_dem_Rigi_%3D_La_Chapelle_de_N._D._aux_Neiges_et_les_auberges_sur_le_Righi_-Randvignette_unten_Mitte_rechts-_-_Collection_Gugelmann_-_GS-GUGE-83-15-12.tif&width=1024
